hecking tx_Data_request for 793365 times 
[44.0] Checking tx_Data_request for 812074 times 
[44.0] Checking tx_Data_request for 812075 times 
[44.0] Checking tx_Data_request for 812076 times 
[44.0] Checking tx_Data_request for 812077 times 
[44.0] Checking tx_Data_request for 812078 times 
[44.0] Checking tx_Data_request for 812079 times 
[44.0] Checking tx_Data_request for 812080 times 
[44.0] Checking tx_Data_request for 812081 times 
[44.0] Checking tx_Data_request for 812082 times 
[44.0] Checking tx_Data_request for 812083 times 
[44.0] Checking tx_Data_request for 812084 times 
[44.0] Checking tx_Data_request for 812085 times 
[44.0] Checking tx_Data_request for 812086 times 
[44.0] Checking tx_Data_request for 812087 times 
[44.0] Checking tx_Data_request for 812088 times 
[44.0] Checking tx_Data_request for 812089 times 
[44.0] Checking tx_Data_request for 812090 times 
[44.0] Checking tx_Data_request for 812091 times 
[44.0] Checking tx_Data_request for 812092 times 
[44.0] Checking tx_Data_request for 812093 times 
[44.0] Checking tx_Data_request for 812094 times 
[44.0] Checking tx_Data_request for 812095 times 
[44.0] Checking tx_Data_request for 812096 times 
[44.0] Checking tx_Data_request for 812097 times 
[44.0] Checking tx_Data_request for 812098 times 
[44.0] Checking tx_Data_request for 812099 times 
[44.0] Checking tx_Data_request for 812100 times 
[44.0] Checking tx_Data_request for 812101 times 
[44.0] Checking tx_Data_request for 812102 times 
[44.0] Checking tx_Data_request for 812103 times 
[44.0] Checking tx_Data_request for 812104 times 
[44.0] Checking tx_Data_request for 812105 times 
[44.0] Checking tx_Data_request for 812106 times 
[44.0] Checking tx_Data_request for 812107 times 
[44.0] Checking tx_Data_request for 812108 times 
[44.0] Checking tx_Data_request for 812109 times 
[44.0] Checking tx_Data_request for 812110 times 
[44.0] Checking tx_Data_request for 812111 times 
[44.0] Checking tx_Data_request for 812112 times 
[44.0] Checking tx_Data_request for 812113 times 
[44.0] Checking tx_Data_request for 812114 times 
[44.0] Checking tx_Data_request for 812115 times 
[44.0] Checking tx_Data_request for 812116 times 
[44.0] Checking tx_Data_request for 812117 times 
[44.0] Checking tx_Data_request for 812118 times 
[44.0] Checking tx_Data_request for 812119 times 
[44.0] Checking tx_Data_request for 812120 times 
[44.0] Checking tx_Data_request for 812121 times 
[44.0] Checking tx_Data_request for 812122 times 
[44.0] Checking tx_Data_request for 812123 times 
[44.0] Checking tx_Data_request for 812124[1;31m[PHY]   put_queue: queue is full
[0m[1;31m[NR_PHY]   put_queue failed for sfn slot.
[0m times 
[44.0] Checking tx_Data_request for 812125 times 
[44.0] Checking tx_Data_request for 812126 times 
[44.0] Checking tx_Data_request for 812127 times 
[44.0] Checking tx_Data_request for 812128 times 
[44.0] Checking tx_Data_request for 812129 times 
[44.0] Checking tx_Data_request for 812130 times 
[44.0] Checking tx_Data_request for 812131 times 
[44.0] Checking tx_Data_request for 812132 times 
[44.0] Checking tx_Data_request for 812133 times 
[44.0] Checking tx_Data_request for 812134 times 
[44.0] Checking tx_Data_request for 812135 times 
[44.0] Checking tx_Data_request for 812136 times 
[44.0] Checking tx_Data_request for 812137 times 
[44.0] Checking tx_Data_request for 812138 times 
[44.0] Checking tx_Data_request for 812139 times 
[44.0] Checking tx_Data_request for 812140 times 
[44.0] Checking tx_Data_request for 812141 times 
[44.0] Checking tx_Data_request for 812142 times 
[44.0] Checking tx_Data_request for 812143 times 
[44.0] Checking tx_Data_request for 812144 times 
[44.0] Checking tx_Data_request for 812145 times 
[44.0] Checking tx_Data_request for 812146 times 
[44.0] Checking tx_Data_request for 812147 times 
[44.0] Checking tx_Data_request for 812148 times 
[44.0] Checking tx_Data_request for 812149 times 
[44.0] Checking tx_Data_request for 812150 times 
[44.0] Checking tx_Data_request for 812151 times 
[44.0] Checking tx_Data_request for 812152 times 
[44.0] Checking tx_Data_request for 812153 times 
[44.0] Checking tx_Data_request for 812154 times 
[44.0] Checking tx_Data_request for 812155 times 
[44.0] Checking tx_Data_request for 812156 times 
[44.0] Checking tx_Data_request for 812157 times 
[44.0] Checking tx_Data_request for 812158 times 
[44.0] Checking tx_Data_request for 812159 times 
[44.0] Checking tx_Data_request for 812160 times 
[44.0] Checking tx_Data_request for 812161 times 
[44.0] Checking tx_Data_request for 812162 times 
[44.0] Checking tx_Data_request for 812163 times 
[44.0] Checking tx_Data_request for 812164 times 
[44.0] Checking tx_Data_request for 812165 times 
[44.0] Checking tx_Data_request for 812166 times 
[44.0] Checking tx_Data_request for 812167 times 
[44.0] Checking tx_Data_request for 812168 times 
[44.0] Checking tx_Data_request for 812169 times 
[44.0] Checking tx_Data_request for 812170 times 
[44.0] Checking tx_Data_request for 812171 times 
[44.0] Checking tx_Data_request for 812172 times 
[44.0] Checking tx_Data_request for 812173 times 
[44.0] Checking tx_Data_request for 812174 times 
[44.0] Checking tx_Data_request for 812175 times 
[44.0] Checking tx_Data_request for 812176 times 
[44.0] Checking tx_Data_request for 812177 times 
[44.0] Checking tx_Data_request for 812178 times 
[44.0] Checking tx_Data_request for 812179 times 
[44.0] Checking tx_Data_request for 812180 times 
[44.0] Checking tx_Data_request for 812181 times 
[44.0] Checking tx_Data_request for 812182 times 
[44.0] Checking tx_Data_request for 812183 times 
[44.0] Checking tx_Data_request for 812184 times 
[44.0] Checking tx_Data_request for 812185 times 
[44.0] Checking tx_Data_request for 812186 times 
[44.0] Checking tx_Data_request for 812187 times 
[44.0] Checking tx_Data_request for 812188 times 
[44.0] Checking tx_Data_request for 812189 times 
[44.0] Checking tx_Data_request for 812190 times 
[44.0] Checking tx_Data_request for 812191 times 
[44.0] Checking tx_Data_request for 812192 times 
[44.0] Checking tx_Data_request for 812193 times 
[44.0] Checking tx_Data_request for 812194 times 
[44.0] Checking tx_Data_request for 812195 times 
[44.0] Checking tx_Data_request for 812196 times 
[44.0] Checking tx_Data_request for 812197 times 
[44.0] Checking tx_Data_request for 812198 times 
[44.0] Checking tx_Data_request for 812199 times 
[44.0] Checking tx_Data_request for 812200 times 
[44.0] Checking tx_Data_request for 812201 times 
[44.0] Checking tx_Data_request for 812202 times 
[44.0] Checking tx_Data_request for 812203 times 
[44.0] Checking tx_Data_request for 812204 times 
[44.0] Checking tx_Data_request for 812205 times 
[44.0] Checking tx_Data_request for 81[1;31m[PHY]   put_queue: queue is full
[0m[1;31m[NR_PHY]   put_queue failed for sfn slot.
[0m[1;31m[PHY]   put_queue: queue is full
[0m[1;31m[NR_PHY]   put_queue failed for sfn slot.
[0m2206 times 
[44.0] Checking tx_Data_request for 812207 times 
[44.0] Checking tx_Data_request for 812208 times 
[44.0] Checking tx_Data_request for 812209 times 
[44.0] Checking tx_Data_request for 812210 times 
[44.0] Checking tx_Data_request for 812211 times 
[44.0] Checking tx_Data_request for 812212 times 
[44.0] Checking tx_Data_request for 812213 times 
[44.0] Checking tx_Data_request for 812214 times 
[44.0] Checking tx_Data_request for 812215 times 
[44.0] Checking tx_Data_request for 812216 times 
[44.0] Checking tx_Data_request for 812217 times 
[44.0] Checking tx_Data_request for 812218 times 
[44.0] Checking tx_Data_request for 812219 times 
[44.0] Checking tx_Data_request for 812220 times 
[44.0] Checking tx_Data_request for 812221 times 
[44.0] Checking tx_Data_request for 812222 times 
[44.0] Checking tx_Data_request for 812223 times 
[44.0] Checking tx_Data_request for 812224 times 
[44.0] Checking tx_Data_request for 812225 times 
[44.0] Checking tx_Data_request for 812226 times 
[44.0] Checking tx_Data_request for 812227 times 
[44.0] Checking tx_Data_request for 812228 times 
[44.0] Checking tx_Data_request for 812229 times 
[44.0] Checking tx_Data_request for 812230 times 
[44.0] Checking tx_Data_request for 812231 times 
[44.0] Checking tx_Data_request for 812232 times 
[44.0] Checking tx_Data_request for 812233 times 
[44.0] Checking tx_Data_request for 812234 times 
[44.0] Checking tx_Data_request for 812235 times 
[44.0] Checking tx_Data_request for 812236 times 
[44.0] Checking tx_Data_request for 812237 times 
[44.0] Checking tx_Data_request for 812238 times 
[44.0] Checking tx_Data_request for 812239 times 
[44.0] Checking tx_Data_request for 812240 times 
[44.0] Checking tx_Data_request for 812241 times 
[44.0] Checking tx_Data_request for 812242 times 
[44.0] Checking tx_Data_request for 812243 times 
[44.0] Checking tx_Data_request for 812244 times 
[44.0] Checking tx_Data_request for 812245 times 
[44.0] Checking tx_Data_request for 812246 times 
[44.0] Checking tx_Data_request for 812247 times 
[44.0] Checking tx_Data_request for 812248 times 
[44.0] Checking tx_Data_request for 812249 times 
[44.0] Checking tx_Data_request for 812250 times 
[44.0] Checking tx_Data_request for 812251 times 
[44.0] Checking tx_Data_request for 812252 times 
[44.0] Checking tx_Data_request for 812253 times 
[44.0] Checking tx_Data_request for 812254 times 
[44.0] Checking tx_Data_request for 812255 times 
[44.0] Checking tx_Data_request for 812256 times 
[44.0] Checking tx_Data_request for 812257 times 
[44.0] Checking tx_Data_request for 812258 times 
[44.0] Checking tx_Data_request for 812259 times 
[44.0] Checking tx_Data_request for 812260 times 
[44.0] Checking tx_Data_request for 812261 times 
[44.0] Checking tx_Data_request for 812262 times 
[44.0] Checking tx_Data_request for 812263 times 
[44.0] Checking tx_Data_request for 812264 times 
[44.0] Checking tx_Data_request for 812265 times 
[44.0] Checking tx_Data_request for 812266 times 
[44.0] Checking tx_Data_request for 812267 times 
[44.0] Checking tx_Data_request for 812268 times 
[44.0] Checking tx_Data_request for 812269 times 
[44.0] Checking tx_Data_request for 812270 times 
[44.0] Checking tx_Data_request for 812271 times 
[44.0] Checking tx_Data_request for 812272 times 
[44.0] Checking tx_Data_request for 812273 times 
[44.0] Checking tx_Data_request for 812274 times 
[44.0] Checking tx_Data_request for 812275 times 
[44.0] Checking tx_Data_request for 812276 times 
[44.0] Checking tx_Data_request for 812277 times 
[44.0] Checking tx_Data_request for 812278 times 
[44.0] Checking tx_Data_request for 812279 times 
[44.0] Checking tx_Data_request for 812280 times 
[44.0] Checking tx_Data_request for 812281 times 
[44.0] Checking tx_Data_request for 812282 times 
[44.0] Checking tx_Data_request for 812283 times 
[44.0] Checking tx_Data_request for 812284 times 
[44.0] Checking tx_Data_request for 812285 times 
[44.0] Checking tx_Data_request for 812286 times 
[44.0] Checking tx_Data_request for 812287 times 
[44.0] Checking tx_Data_request fo[1;31m[PHY]   put_queue: queue is full
[0m[1;31m[NR_PHY]   put_queue failed for sfn slot.
[0mr 812288 times 
[44.0] Checking tx_Data_request for 812289 times 
[44.0] Checking tx_Data_request for 812290 times 
[44.0] Checking tx_Data_request for 812291 times 
[44.0] Checking tx_Data_request for 812292 times 
[44.0] Checking tx_Data_request for 812293 times 
[44.0] Checking tx_Data_request for 812294 times 
[44.0] Checking tx_Data_request for 812295 times 
[44.0] Checking tx_Data_request for 812296 times 
[44.0] Checking tx_Data_request for 812297 times 
[44.0] Checking tx_Data_request for 812298 times 
[44.0] Checking tx_Data_request for 812299 times 
[44.0] Checking tx_Data_request for 812300 times 
[44.0] Checking tx_Data_request for 812301 times 
[44.0] Checking tx_Data_request for 812302 times 
[44.0] Checking tx_Data_request for 812303 times 
[44.0] Checking tx_Data_request for 812304 times 
[44.0] Checking tx_Data_request for 812305 times 
[44.0] Checking tx_Data_request for 812306 times 
[44.0] Checking tx_Data_request for 812307 times 
[44.0] Checking tx_Data_request for 812308 times 
[44.0] Checking tx_Data_request for 812309 times 
[44.0] Checking tx_Data_request for 812310 times 
[44.0] Checking tx_Data_request for 812311 times 
[44.0] Checking tx_Data_request for 812312 times 
[44.0] Checking tx_Data_request for 812313 times 
[44.0] Checking tx_Data_request for 812314 times 
[44.0] Checking tx_Data_request for 812315 times 
[44.0] Checking tx_Data_request for 812316 times 
[44.0] Checking tx_Data_request for 812317 times 
[44.0] Checking tx_Data_request for 812318 times 
[44.0] Checking tx_Data_request for 812319 times 
[44.0] Checking tx_Data_request for 812320 times 
[44.0] Checking tx_Data_request for 812321 times 
[44.0] Checking tx_Data_request for 812322 times 
[44.0] Checking tx_Data_request for 812323 times 
[44.0] Checking tx_Data_request for 812324 times 
[44.0] Checking tx_Data_request for 812325 times 
[44.0] Checking tx_Data_request for 812326 times 
[44.0] Checking tx_Data_request for 812327 times 
[44.0] Checking tx_Data_request for 812328 times 
[44.0] Checking tx_Data_request for 812329 times 
[44.0] Checking tx_Data_request for 812330 times 
[44.0] Checking tx_Data_request for 812331 times 
[44.0] Checking tx_Data_request for 812332 times 
[44.0] Checking tx_Data_request for 812333 times 
[44.0] Checking tx_Data_request for 812334 times 
[44.0] Checking tx_Data_request for 812335 times 
[44.0] Checking tx_Data_request for 812336 times 
[44.0] Checking tx_Data_request for 812337 times 
[44.0] Checking tx_Data_request for 812338 times 
[44.0] Checking tx_Data_request for 812339 times 
[44.0] Checking tx_Data_request for 812340 times 
[44.0] Checking tx_Data_request for 812341 times 
[44.0] Checking tx_Data_request for 812342 times 
[44.0] Checking tx_Data_request for 812343 times 
[44.0] Checking tx_Data_request for 812344 times 
[44.0] Checking tx_Data_request for 812345 times 
[44.0] Checking tx_Data_request for 812346 times 
[44.0] Checking tx_Data_request for 812347 times 
[44.0] Checking tx_Data_request for 812348 times 
[44.0] Checking tx_Data_request for 812349 times 
[44.0] Checking tx_Data_request for 812350 times 
[44.0] Checking tx_Data_request for 812351 times 
[44.0] Checking tx_Data_request for 812352 times 
[44.0] Checking tx_Data_request for 812353 times 
[44.0] Checking tx_Data_request for 812354 times 
[44.0] Checking tx_Data_request for 812355 times 
[44.0] Checking tx_Data_request for 812356 times 
[44.0] Checking tx_Data_request for 812357 times 
[44.0] Checking tx_Data_request for 812358 times 
[44.0] Checking tx_Data_request for 812359 times 
[44.0] Checking tx_Data_request for 812360 times 
[44.0] Checking tx_Data_request for 812361 times 
[44.0] Checking tx_Data_request for 812362 times 
[44.0] Checking tx_Data_request for 812363 times 
